behavior,start_time,end_time,duration_seconds,frame_start,frame_end,note
not_cheating,2025-09-17 23:17:49.673812,2025-09-17 23:17:49.845078,0.171266,971,971,
cheating,2025-09-17 23:17:49.798920,2025-09-17 23:17:49.928532,0.129612,973,973,
cheating,2025-09-17 23:17:49.971362,2025-09-17 23:17:50.051270,0.079908,976,976,
cheating,2025-09-17 23:17:50.667711,2025-09-17 23:17:50.708601,0.04089,992,992,
cheating,2025-09-17 23:17:50.832380,2025-09-17 23:17:50.871868,0.039488,996,996,
cheating,2025-09-17 23:17:50.955032,2025-09-17 23:17:51.036566,0.081534,1000,1000,
not_cheating,2025-09-17 23:17:51.428079,2025-09-17 23:17:51.470710,0.042631,1010,1010,
not_cheating,2025-09-17 23:17:52.282712,2025-09-17 23:17:52.464813,0.182101,1033,1033,
not_cheating,2025-09-17 23:17:52.510464,2025-09-17 23:17:54.423515,1.913051,1076,1076,
cheating,2025-09-17 23:17:54.708395,2025-09-17 23:17:55.149766,0.441371,1093,1093,
not_cheating,2025-09-17 23:17:55.584944,2025-09-17 23:17:55.936602,0.351658,1109,1109,
not_cheating,2025-09-17 23:17:56.824990,2025-09-17 23:17:57.217494,0.392504,1140,1140,
not_cheating,2025-09-17 23:17:57.260848,2025-09-17 23:17:57.747793,0.486945,1153,1153,
cheating,2025-09-17 23:17:57.829102,2025-09-17 23:17:58.435038,0.605936,1170,1170,
cheating,2025-09-17 23:17:58.477493,2025-09-17 23:17:58.530351,0.052858,1172,1172,
not_cheating,2025-09-17 23:17:58.735257,2025-09-17 23:17:58.893729,0.158472,1181,1181,
not_cheating,2025-09-17 23:17:59.053126,2025-09-17 23:17:59.763698,0.710572,1202,1202,
not_cheating,2025-09-17 23:17:59.815657,2025-09-17 23:18:00.042696,0.227039,1207,1207,Session closed at end of processing
